bgg_id,name,overall_rank,community,manual_label,community_type,average_rating,average_weight,owned,year_published,degree,weighted_degree_strength,betweenness,weighted_clustering,degree_rank,strength_rank,betweenness_rank,internal_degree,external_degree,internal_strength,external_strength,internal_strength_share,community_internal_strength_rank
169786,Scythe,26,3,Thematic sandbox worker-placement bridge,bridge_cluster,8.10285,3.453,127986,2016,2302,1770.729462735355,0.01610888710968775,0.006135321865951645,10,11,17,8,2294,7.020171642303467,1763.7092910930514,0.003964564768385892,1
177736,A Feast for Odin,27,2,Current heavy euro engine builders,taste_specialist,8.16182,3.8707,43404,2016,1313,858.5147931799293,0.002403526027234613,0.008913949043308424,57,55,52,198,1115,143.06310065090656,715.4516925290227,0.16664022773679,5
266507,Clank! Legacy: Acquisitions Incorporated,28,4,Legacy + narrative mystery,shared_culture,8.49871,2.7394,19251,2019,123,109.59934635460377,0.000400320256204964,0.07957947631467541,532,358,108,8,115,6.204666867852211,103.39467948675156,0.05661226160763121,12
124361,Concordia,29,22,Trade-route / area-influence euros,bridge_cluster,8.07757,2.9875,51533,2013,1853,1169.6358128897846,0.001956765412329864,0.006547785066893085,28,31,64,4,1849,2.463590145111084,1167.1722227446735,0.002106288229174827,2
312484,Lost Ruins of Arnak,30,1,Thematic adventure / licensed bridge cluster,bridge_cluster,8.08262,2.931,85699,2020,2035,1563.1185198500752,0.012251401120896718,0.0068264678859012795,21,14,20,9,2026,4.9195942878723145,1558.198925562203,0.003147294479208251,1
341169,Great Western Trail: Second Edition,31,2,Current heavy euro engine builders,taste_specialist,8.26443,3.7052,25286,2021,325,267.8909988999367,0.0,0.03386969088714111,188,151,175,99,226,69.00417192280293,198.88682697713375,0.25758301774289005,26
205637,Arkham Horror: The Card Game,32,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.12048,3.566,83337,2016,1022,685.0157557837665,0.005682145716573259,0.010553351603602146,74,68,31,220,802,128.99494856595993,556.0208072178066,0.18830946219385755,4
373106,Sky Team,33,19,Recent releases / new-hotness cluster,temporal_artifact,8.1216,2.0379,63893,2023,1421,1002.9532628655434,0.001954268825882349,0.008833315264879767,49,44,65,230,1191,167.85589965432882,835.0973632112145,0.16736163674740615,2
237182,Root,34,5,Area-control crossover / Root-Eclipse cluster,bridge_cluster,8.07139,3.8408,101098,2018,1849,1291.5686239860952,0.009976781425140113,0.00709717112654047,29,27,22,40,1809,31.261936202645302,1260.30668778345,0.02420462654641095,1
120677,Terra Mystica,35,8,Medium worker-placement euros,taste_specialist,8.03325,3.9717,54960,2012,954,638.3782854825258,0.0,0.011262964982433841,81,77,175,145,809,98.47856420278549,539.8997212797403,0.15426364969220294,5
164928,Orléans,36,8,Medium worker-placement euros,taste_specialist,8.04714,3.0116,42957,2014,1514,959.9274752289057,8.00640512409928e-07,0.007816631281282137,44,48,171,161,1353,107.89273215830326,852.0347430706024,0.11239675386161335,2
192135,Too Many Bones,37,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.28927,3.8709,25866,2017,333,215.03491260111332,0.0028030424339471577,0.023146292181732503,186,185,45,173,160,85.87473949790001,129.1601731032133,0.3993525444735405,8
266192,Wingspan,38,34,Licensed family/fandom games,franchise_series,8.00113,2.4798,179326,2019,2364,2109.4152198582888,0.1446517213771017,0.0066238720170410425,9,5,5,12,2352,8.719999581575394,2100.6952202767134,0.004133846906708679,1
96848,Mage Knight Board Game,39,9,Amerithrash / miniatures / LCG,taste_specialist,8.08198,4.3757,47910,2011,605,382.26897049695253,1.4411529223378704e-05,0.014107141559420552,118,115,149,205,400,104.0493983477354,278.21957214921713,0.27218897262958697,7
251247,Barrage,40,2,Current heavy euro engine builders,taste_specialist,8.13688,4.1141,26371,2019,667,477.00046195834875,0.0,0.015735784736506664,108,99,175,193,474,143.7026885151863,333.29777344316244,0.30126320617218666,4
321608,Hegemony: Lead Your Class to Victory,41,2,Current heavy euro engine builders,taste_specialist,8.38099,4.2557,18590,2023,233,178.75756680220366,0.0,0.038688504502679966,251,224,175,79,154,49.0501951277256,129.70737167447805,0.2743950704028095,37
199792,Everdell,42,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.98357,2.8335,104596,2018,1652,1191.9933904968202,0.0026301040832666135,0.008111426045963781,38,30,50,41,1611,24.20953108370304,1167.7838594131172,0.020310121915703378,1
324856,The Crew: Mission Deep Sea,43,35,Cooperative trick-taking + deduction,taste_cross_over,8.05205,2.0467,50916,2021,1306,836.0988263227046,0.0,0.008929368564315504,58,56,175,96,1210,59.46332032978535,776.6355059929192,0.0711199662739804,2
183394,Viticulture Essential Edition,44,21,Viticulture / Dinosaur Island gateway bridge,bridge_cluster,7.95931,2.9022,77564,2015,1909,1357.6591193303466,0.0,0.007083674699715802,25,24,175,5,1904,2.8694289326667786,1354.7896903976798,0.002113512067802483,1
284378,Kanban EV,45,2,Current heavy euro engine builders,taste_specialist,8.38118,4.2915,16521,2020,256,215.02881525456905,0.0,0.03977126598243852,231,186,175,130,126,92.73110719025135,122.2977080643177,0.4312496773070555,19
521,Crokinole,46,35,Cooperative trick-taking + deduction,taste_cross_over,8.06613,1.2256,20374,1876,170,136.34988145530224,0.0,0.04902523312107248,339,286,175,19,151,11.456647396087646,124.89323405921459,0.08402388967124498,21
366013,Heat: Pedal to the Metal,47,19,Recent releases / new-hotness cluster,temporal_artifact,7.99912,2.2023,60095,2022,1402,946.8316230028868,0.00039951961569255405,0.008745806449591794,51,49,122,225,1177,145.44614604115486,801.3854769617319,0.15361352801026104,6
285774,Marvel Champions: The Card Game,48,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.10458,2.9574,47716,2019,578,372.17131511867046,0.002803846283439577,0.015282874988575945,120,119,44,212,366,115.26269596815109,256.90861915051937,0.30970333092811964,6
175914,Food Chain Magnate,49,20,Historical wargames + conflict strategy,taste_specialist,8.03892,4.1886,28249,2015,668,464.14955826848745,0.0010872698158526822,0.014453143869789836,107,101,76,139,529,76.24632597714663,387.9032322913408,0.1642710299274742,4
247763,Underwater Cities,50,2,Current heavy euro engine builders,taste_specialist,8.04212,3.586,29923,2018,841,566.481897123158,0.0,0.012654166860854084,95,91,175,201,640,148.74042023718357,417.7414768859744,0.26256870871346866,1
390092,Ticket to Ride Legacy: Legends of the West,51,4,Legacy + narrative mystery,shared_culture,8.64298,2.5674,15574,2023,123,97.7169997766614,0.0,0.0662109447881329,532,399,175,9,114,5.690979838371277,92.02601993829012,0.05823940410960615,16
365717,Clank!: Catacombs,52,19,Recent releases / new-hotness cluster,temporal_artifact,8.23169,2.48,24067,2022,264,194.41022735089064,0.0,0.03386977137135716,225,206,175,87,177,48.3447208404541,146.06550651043653,0.2486737529152559,20
256960,Pax Pamir: Second Edition,53,20,Historical wargames + conflict strategy,taste_specialist,8.12788,3.8427,24504,2019,560,373.3415596485138,0.0022353883106485187,0.015638094196180057,122,118,60,137,423,75.24118971824646,298.10036993026733,0.20153446026497301,5
253344,Cthulhu: Death May Die,54,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.1815,2.4969,28109,2019,264,156.64911255985498,0.00040112250120737873,0.025329118096559022,225,252,106,124,140,56.01999240368605,100.62912015616894,0.3576144894040241,15
3076,Puerto Rico,55,10,BGG Golden Age canon,temporal_canon,7.89919,3.2666,84882,2002,1415,980.5885926187038,0.01998158526821457,0.008262728646189035,50,46,14,329,1086,225.9292091280222,754.6593834906816,0.23040162901005054,1
383179,Age of Innovation,56,2,Current heavy euro engine builders,taste_specialist,8.45893,4.2674,11116,2023,157,137.829459823668,0.0,0.06592017034270363,369,280,175,55,102,38.06070125102997,99.76875857263803,0.27614344059479656,46
414317,Harmonies,57,19,Recent releases / new-hotness cluster,temporal_artifact,8.03133,2.0115,48257,2024,938,638.6878364160657,0.004012810248198559,0.011511633404484928,85,76,42,220,718,149.2964963838458,489.3913400322199,0.23375503316551086,5
184267,On Mars,58,2,Current heavy euro engine builders,taste_specialist,8.15832,4.6269,22960,2020,438,337.32685516402125,4.00320256204964e-06,0.02315701707691213,141,126,156,175,263,127.4342534467578,209.89260171726346,0.37777678087561206,8
314040,Pandemic Legacy: Season 0,59,4,Legacy + narrative mystery,shared_culture,8.33922,3.1784,20817,2020,118,105.7716792523861,0.0,0.07905420325423056,596,372,175,10,108,9.471422463655472,96.30025678873062,0.08954592127686019,4
295947,Cascadia,60,13,Puzzle / nature tableau builders,taste_cross_over,7.8914,1.8427,91828,2021,1838,1467.178888618946,0.015110284620481956,0.007817501770838366,30,16,19,167,1671,135.83609116077423,1331.3427974581718,0.09258318274238297,1
185343,Anachrony,61,2,Current heavy euro engine builders,taste_specialist,8.04253,4.0009,27127,2017,367,287.8614663556218,0.0,0.02826876703597375,169,143,175,131,236,92.47823487222195,195.38323148339987,0.3212595143178179,20
102794,Caverna: The Cave Farmers,62,8,Medium worker-placement euros,taste_specialist,7.92241,3.7763,48239,2013,912,606.8601358830929,0.0,0.011844458490187774,89,84,175,148,764,95.17986985296011,511.68026603013277,0.15683987829330054,6
251661,Oathsworn: Into the Deepwood,63,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.76948,3.6947,12846,2022,160,86.11140568554401,0.0,0.03674816002477936,357,436,175,84,76,37.249989941716194,48.86141574382782,0.4325790485611542,24
31260,Agricola,64,10,BGG Golden Age canon,temporal_canon,7.85849,3.6352,90091,2007,1384,920.4206202439964,0.004610888710968775,0.008115004950460743,52,50,40,325,1059,202.378484018147,718.0421362258494,0.21987608661407218,4
170216,Blood Rage,65,9,Amerithrash / miniatures / LCG,taste_specialist,7.90001,2.881,61773,2015,1195,787.5595221854746,0.0017133706965572458,0.009490703457697185,63,58,68,208,987,117.82164937630296,669.7378728091717,0.14960348526972073,5
231733,Obsession,66,2,Current heavy euro engine builders,taste_specialist,8.08258,3.1109,25392,2018,521,326.9872281178832,0.0,0.017070324356884808,125,127,175,148,373,87.1970958262682,239.790132291615,0.2666682008596143,23
182874,Grand Austria Hotel,67,2,Current heavy euro engine builders,taste_specialist,7.9643,3.1962,32505,2015,917,608.7107694372535,0.0,0.011734089663998746,88,82,175,198,719,141.22585436701775,467.48491507023573,0.23200814156381613,7
240980,Blood on the Clocktower,68,35,Cooperative trick-taking + deduction,taste_cross_over,8.35659,3.0398,11052,2022,127,66.44162134081125,0.0,0.0526291531234144,498,569,175,16,111,7.604320451617241,58.83730088919401,0.11445115724390588,28
161533,Lisboa,69,2,Current heavy euro engine builders,taste_specialist,8.1708,4.565,18953,2017,338,261.797467648983,0.0,0.02912460846847305,181,154,175,148,190,102.47597966343164,159.32148798555136,0.3914322800128496,15
221107,Pandemic Legacy: Season 2,70,4,Legacy + narrative mystery,shared_culture,8.01258,3.245,34776,2017,206,183.92254872247577,0.0,0.04717047905772311,275,212,175,32,174,19.678823567926884,164.24372515454888,0.10699516565323719,3
255984,Sleeping Gods,71,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.09443,3.2625,35471,2021,343,229.22940127551556,1.601281024819856e-06,0.024278293599090454,180,179,166,153,190,73.71871881186962,155.51068246364594,0.32159364549953856,9
371942,The White Castle,72,2,Current heavy euro engine builders,taste_specialist,7.98082,3.0514,39100,2023,1035,690.878514893353,0.0016525220176140912,0.010445858939823667,72,67,69,194,841,146.38164220750332,544.4968726858497,0.21187754294269728,2
126163,Tzolk'in: The Mayan Calendar,73,8,Medium worker-placement euros,taste_specialist,7.84668,3.6646,50296,2012,1640,1025.2564787864685,0.009303442754203363,0.00706753289301083,39,41,24,165,1475,120.9050267264247,904.3514520600438,0.11792661565965655,1
2651,Power Grid,74,10,BGG Golden Age canon,temporal_canon,7.79907,3.2466,86618,2004,1875,1237.7419053390622,0.01056957790681443,0.006517776277390164,26,29,21,336,1539,224.8329305499792,1012.908974789083,0.18164766788629438,2
205059,Mansions of Madness: Second Edition,75,9,Amerithrash / miniatures / LCG,taste_specialist,7.91685,2.696,65601,2016,631,411.34368239343166,0.000745396317053643,0.014711060606473694,111,108,91,183,448,97.65610049664974,313.6875818967819,0.2374075613084197,10
216132,Clans of Caledonia,76,2,Current heavy euro engine builders,taste_specialist,7.94472,3.4689,24765,2017,437,316.498050481081,0.0,0.022886713036931655,142,130,175,159,278,99.29729083180428,217.20075964927673,0.3137374485589126,17
380607,Great Western Trail: New Zealand,77,2,Current heavy euro engine builders,taste_specialist,8.4627,4.0062,11798,2023,167,148.3020915016532,0.0,0.06337739535081621,345,267,175,71,96,50.59354290366173,97.70854859799147,0.3411519176255025,36
244521,Quacks,78,6,,tiny_fragment,7.80525,1.9412,93403,2018,2018,1465.2734685763717,0.0009375500400320256,0.006706747522007057,22,18,80,4,2014,1.9234875440597534,1463.349981032312,0.001312715738945695,1
266810,Paladins of the West Kingdom,79,2,Current heavy euro engine builders,taste_specialist,7.956,3.7093,33034,2019,698,458.120628669858,0.0004011208967173739,0.01439527904320491,103,103,107,186,512,126.8819489851594,331.2386796846986,0.27696187651177817,10
35677,Le Havre,80,8,Medium worker-placement euros,taste_specialist,7.83484,3.7086,39993,2008,966,592.4800765067339,4.00320256204964e-06,0.00987215405011297,80,86,156,157,809,99.48328723013401,492.9967892765999,0.16790992840921853,3
125153,The Gallerist,81,2,Current heavy euro engine builders,taste_specialist,8.0021,4.2122,22173,2015,376,292.08071564882994,0.0,0.02656201866638818,167,140,175,152,224,108.11064006388187,183.97007558494806,0.3701396027592038,13
124742,Android: Netrunner,82,9,Amerithrash / miniatures / LCG,taste_specialist,7.89254,3.4148,47317,2012,360,243.15047255903482,0.0007502001601281025,0.02356598618533818,171,168,90,160,200,80.68465714901686,162.46581541001797,0.33183014739742,16
164153,Star Wars: Imperial Assault,83,9,Amerithrash / miniatures / LCG,taste_specialist,7.95252,3.3025,45038,2014,391,236.84352831169963,0.0,0.019718320052612624,156,170,175,175,216,85.50177220255136,151.34175610914826,0.3610053135588579,13
367966,Endeavor: Deep Sea,84,19,Recent releases / new-hotness cluster,temporal_artifact,8.22235,2.9186,14989,2024,223,153.57975110039115,0.0,0.0372200314146531,264,255,175,80,143,41.10398828610778,112.47576281428337,0.26763937297462576,22
200680,Agricola (Revised Edition),85,7,,tiny_fragment,7.95526,3.4474,29138,2016,150,168.5625119060278,0.0,0.08401399808860878,395,238,175,3,147,3.4885045886039734,165.07400731742382,0.02069561345021238,2
337627,Voidfall,86,2,Current heavy euro engine builders,taste_specialist,8.50825,4.6118,12896,2023,174,124.36486937850714,0.0,0.0478043305546697,328,314,175,58,116,38.1812019944191,86.18366738408804,0.3070095452616429,45
276025,Maracaibo,87,2,Current heavy euro engine builders,taste_specialist,7.94361,3.9173,24845,2019,413,310.4106217883527,0.0,0.024366799409778213,151,133,175,177,236,115.08365800976753,195.3269637785852,0.37074652067877695,12
366161,Wingspan Asia,88,13,Puzzle / nature tableau builders,taste_cross_over,8.21916,2.6479,34242,2022,335,231.34700102359056,0.0,0.02578146389353469,183,177,175,77,258,40.5880448743701,190.75895614922047,0.1754422780273314,12
322289,Darwin's Journey,89,2,Current heavy euro engine builders,taste_specialist,8.09088,3.8915,16723,2023,239,188.78481405228376,0.0,0.04177518041565606,244,211,175,126,113,79.76379504799843,109.02101900428534,0.4225117123345945,25
209010,Mechs vs. Minions,90,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.95018,2.4572,25143,2016,152,120.5434333756566,0.0,0.055839195419102476,388,330,175,33,119,18.814695343375206,101.7287380322814,0.15608229180549274,46
332772,Revive,91,2,Current heavy euro engine builders,taste_specialist,8.06036,3.4562,18013,2022,338,235.66035640984774,0.0,0.027406827729250658,181,172,175,147,191,91.4345905482769,144.22576586157084,0.387993092861401,21
284083,The Crew: The Quest for Planet Nine,92,4,Legacy + narrative mystery,shared_culture,7.75747,1.9658,93101,2019,2172,1466.2277408242226,0.005263410728582866,0.0059444909988268305,17,17,34,36,2136,24.11781893670559,1442.109921887517,0.01644889007702722,2
28143,Race for the Galaxy,93,27,Race for the Galaxy system cluster,franchise_series,7.73719,2.9935,73660,2007,1809,1124.6639463491738,0.00467413931144916,0.006455977799925407,31,33,39,7,1802,3.0031396076083183,1121.6608067415655,0.0026702550725102867,1
55690,Kingdom Death: Monster,94,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.47578,4.2743,13790,2015,130,53.534979201853275,0.0,0.03618661120967242,473,715,175,37,93,15.791742019355297,37.74323718249798,0.2949798852038896,61
157354,Five Tribes: The Djinns of Naqala,95,32,Open-drafting tactical euro cluster,bridge_cluster,7.76411,2.8392,59629,2014,1459,908.9173462092876,0.0,0.00796000464703613,46,52,175,10,1449,5.6212658286094666,903.2960803806782,0.00618457316504455,1
230802,Azul,96,14,Abstract tile-placement puzzle bridge,bridge_cluster,7.71651,1.7748,182210,2017,2462,2214.6985406130552,0.17222818254603683,0.006374455043073119,3,3,3,8,2454,4.93188402056694,2209.7666565924883,0.0022268872851660144,1
277659,Final Girl,97,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.2288,2.7518,27755,2021,311,180.1285733729601,0.0,0.021777924085224394,196,221,175,161,150,72.63805568963289,107.4905176833272,0.40325670896884436,10
201808,Clank!: A Deck-Building Adventure,98,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.76221,2.232,62008,2016,793,512.3801804110408,0.0,0.013048401579725253,96,97,175,38,755,20.40105541050434,491.97912500053644,0.03981624619855171,2
159675,Fields of Arle,99,8,Medium worker-placement euros,taste_specialist,8.02283,3.8465,18875,2014,181,156.9443752989173,0.0,0.053457978798478537,310,250,175,53,128,33.71839199960232,123.22598329931498,0.21484294633294151,21
93,El Grande,100,10,BGG Golden Age canon,temporal_canon,7.77067,2.9338,35427,1995,658,394.95699920877814,0.0,0.013090168426659415,109,112,175,284,374,141.5802782252431,253.37672098353505,0.3584701081608187,13
413246,Bomb Busters,101,19,Recent releases / new-hotness cluster,temporal_artifact,8.03788,2.0,24620,2024,433,271.2358274012804,0.000400320256204964,0.019143002730676515,146,150,108,195,238,105.86656444519758,165.36926295608282,0.39031187531348166,11
72125,Eclipse: New Dawn for the Galaxy,102,9,Amerithrash / miniatures / LCG,taste_specialist,7.81692,3.7061,28340,2011,295,172.31933853775263,0.0,0.023698859802947475,205,231,175,111,184,49.03720956295729,123.28212897479534,0.284571714231679,23
359871,Arcs,103,19,Recent releases / new-hotness cluster,temporal_artifact,8.01412,3.4361,28562,2024,450,309.3134739100933,0.00038991192954363494,0.01947727937056535,138,134,131,103,347,59.39430410414934,249.91916980594397,0.192019776420775,18
256916,Concordia Venus,104,2,Current heavy euro engine builders,taste_specialist,8.25574,3.0135,12489,2018,125,105.62805649638176,0.0,0.08260797388389444,513,374,175,25,100,18.076675534248352,87.55138096213341,0.17113517122098673,91
291453,SCOUT,105,19,Recent releases / new-hotness cluster,temporal_artifact,7.79247,1.3907,54115,2019,1569,1113.0861679054797,0.009671737389911929,0.008044792233040159,42,34,23,228,1341,174.88822446763515,938.1979434378445,0.15712011298885012,1
110327,Lords of Waterdeep,106,9,Amerithrash / miniatures / LCG,taste_specialist,7.72962,2.4488,74267,2012,1248,760.7023020535707,0.001077662129703763,0.008309186736805613,61,63,78,233,1015,125.03072749823332,635.6715745553374,0.1643622310077199,3
191189,Aeon's End,107,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.86406,2.8008,34650,2016,297,200.61415047943592,0.0013026421136909528,0.027013561784418712,204,200,73,147,150,70.69126783311367,129.92288264632225,0.3523742849852455,11
436217,The Lord of the Rings: Fate of the Fellowship,108,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.32284,3.0654,16748,2025,193,132.61830481886864,0.0,0.038932083069096735,296,297,175,61,132,28.78761886060238,103.83068595826626,0.21707123236057638,30
229853,Teotihuacan: City of Gods,109,2,Current heavy euro engine builders,taste_specialist,7.83604,3.7812,28808,2018,532,382.6399319842458,0.0,0.019058083875254376,124,114,175,181,351,121.27471002191305,261.3652219623327,0.31694211681729606,11
359609,Arkham Horror: The Card Game (Revised Core Set),110,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.58184,3.75,12994,2021,126,71.18389551341534,0.0,0.05440949669507429,506,534,175,32,94,16.804355695843697,54.37953981757164,0.23606962747180285,54
317985,Beyond the Sun,111,2,Current heavy euro engine builders,taste_specialist,7.8636,3.1528,19625,2020,267,211.45717459917068,0.0,0.03716311899451799,224,189,175,104,163,64.4436694830656,147.01350511610508,0.30475990992134605,28
364073,Splendor Duel,112,19,Recent releases / new-hotness cluster,temporal_artifact,7.87899,2.022,37519,2022,436,297.4896374195814,0.0,0.022047290565411184,144,137,175,141,295,72.99920539557934,224.49043202400208,0.24538402758755848,15
62219,Dominant Species,113,20,Historical wargames + conflict strategy,taste_specialist,7.80152,4.0447,24601,2010,503,286.0832247324288,0.0,0.014816740585423819,128,145,175,165,338,64.46033093705773,221.62289379537106,0.22532020532607927,6
279537,The Search for Planet X,114,35,Cooperative trick-taking + deduction,taste_cross_over,7.8995,2.438,26768,2020,199,166.4532772526145,0.0,0.046778145968251805,288,239,175,30,169,15.274627074599266,151.17865017801523,0.09176525284881014,17
12,Ra,115,10,BGG Golden Age canon,temporal_canon,7.71166,2.3066,39950,1999,1327,776.9200517497957,0.008244671889816462,0.007227325778409334,55,61,26,318,1009,178.06191937625408,598.8581323735416,0.2291895015133401,6
68448,7 Wonders,116,30,,tiny_fragment,7.66309,2.3145,155412,2010,2274,1631.4443828575313,0.01865412329863891,0.005906557493550737,11,13,15,4,2270,2.8172972202301025,1628.6270856373012,0.0017268729782228365,1
